path,question,answer,prediction
88/882a9762.jpg,What surrounds the road?,trees,trees
81/81b1f9ab.jpg,How many earrings are displayed?,2,2
71/71a6a580.jpg,What fruit is shown?,orange,yes
77/7779df26.jpg,What color are the zippers?,black,black
87/87cf0d33.jpg,Is the handle curved?,yes,yes
b4/b4045219.jpg,What brand is this?,wholefoods,yes
25/256935ee.jpg,What material appears glossy?,plastic,yes
95/95178927.jpg,How many circles seen?,2,two
e0/e0945a0d.jpg,Are there many stars?,yes,yes
10/106707b5.jpg,What are the dolls sitting on?,bench,yes
8b/8be43bac.jpg,What is visible on the side?,logo,metal
c1/c180ce3f.jpg,What background color is predominant?,black,black
0c/0c818701.jpg,What color is the leftmost container?,yellow,no
6e/6e7d1b48.jpg,Are laces visible?,yes,yes
d0/d0369102.jpg,Is the collar round?,yes,no
c3/c37c4270.jpg,What's the adjustable setting shown?,maximum,no
30/3034090f.jpg,What is the image on the case?,tardis,yes
c2/c2f61e2a.jpg,Are they slip-ons?,yes,yes
17/17256640.jpg,Is the chair foldable?,yes,yes
e5/e5e90a6b.jpg,What shape is the product?,triangular,oval
a0/a0d54cf7.jpg,How many shoes?,1,1
d7/d7552521.jpg,What color is the brand logo?,blue,white
ca/ca2549d3.jpg,What pattern is covering the case?,bottles,yes
c5/c5e848d8.jpg,Is the case glossy?,yes,yes
26/269e0fdf.jpg,What shape are the candies?,round,oval
24/24080d9b.jpg,Is the case rectangular?,yes,yes
5b/5bac8a2f.jpg,How many straps are visible?,2,2
c8/c8f9a380.jpg,Is the case glittery?,yes,yes
ab/ab0ba5f4.jpg,What color is the turtle on top?,blue,no
b1/b1552b9e.jpg,How many lenses are visible?,2,0
db/db285879.jpg,Are there squares visible?,yes,yes
1d/1dc28b29.jpg,What object is at the top?,camera,metal
dd/dda4ed8d.jpg,What supports the curtains?,rod,legs
29/29f2f74e.jpg,Is there a button?,yes,yes
aa/aa8e3dee.jpg,What kind of case is it?,phone,no
53/5377ec9c.jpg,What kind of metal are they?,gold,metal
4f/4f5114a8.jpg,What type of animals are at the bottom?,cats,yes
3d/3d0819aa.jpg,Is the wallet closed?,yes,no
30/307c0bc8.jpg,How many cameras does it have?,1,2
da/da8839d8.jpg,Does the case appear glossy?,yes,yes
0c/0c94a66e.jpg,How many parts shown?,1,2
8c/8c99e19f.jpg,What pattern is on the case?,tribal,yes
ee/eebcae83.jpg,What object is near the top of the case?,camera,hands
21/2118e938.jpg,What is the case material?,metal,metal
d1/d127851f.jpg,What type of base does it have?,wheeled,metal
78/78594b57.jpg,What type of product is this?,chair,no
c4/c4fef412.jpg,Is yellow visible?,yes,yes
a5/a5283fdc.jpg,How many boots are there?,1,1
d8/d8e9f37a.jpg,What material appears?,denim,yes
09/0943bc21.jpg,What material is the bottle?,clear,metal
c6/c62d0dd5.jpg,What material is on feet?,socks,no
12/124ac0a3.jpg,What color is the drawer?,grey,blue
64/64b28d4c.jpg,What is the product made of?,fabric,metal
0a/0af4ec17.jpg,Are the earrings dangling?,yes,yes
19/199df593.jpg,What color is the bottom stripe?,red,it
ed/edfeb16c.jpg,What is the case's background color?,pink,yes
b4/b4a591ea.jpg,What color is this?,chrome,no
8c/8c196271.jpg,What color are the ring's edges?,silver,silver
c1/c14d5878.jpg,What color are the fan blades?,black,black
8e/8e65cc7d.jpg,What pattern is present?,chevron,yes
91/913270eb.jpg,What is the object made of?,foam,metal
90/906a0a07.jpg,What is the color of number seven?,purple,black
33/33c8dc4c.jpg,What type of product is this?,chair,no
b4/b48d930e.jpg,What is the case mostly?,red,yes
e9/e9c3986e.jpg,How many items?,2,5
71/710e71af.jpg,What shape is behind the couple?,moon,oval
ad/ad73e209.jpg,What animal is pictured?,duck,no
3e/3e90e05e.jpg,What is the bow tie's shape?,butterfly,curved
9c/9cd3a346.jpg,Is it small?,no,no
cf/cf98bb7e.jpg,What is the shape amongst the unicorns?,heart,oval
45/45079cae.jpg,What is the background's color?,black,white
10/104419f7.jpg,What is the product type?,gauge,hand
df/df4e8060.jpg,What shape is the case?,rectangle,rec
ba/ba0c5b5f.jpg,What shape is visible?,heart,rec
09/09f5d864.jpg,What is on the back of the phone case?,stars,no
ca/ca113d3b.jpg,Is it shiny?,yes,yes
20/2016b7f6.jpg,What color is the shade?,white,white
b4/b41054ed.jpg,What color are the hangers?,blue,blue
92/92c3f9f6.jpg,What is it?,handbag,no
86/868ad039.jpg,What color is the chair?,brick,yes
c4/c471b0bd.jpg,What color is the base?,black,black
a7/a76fcf66.jpg,Is the case reflective?,yes,yes
c9/c9b8b0f3.jpg,What kind of clouds are there?,white,light
2e/2ed1069f.jpg,What color is the box?,grey,no
4e/4e4dfa2d.jpg,What color is the case?,black,black
ec/ecee6208.jpg,Are leaves visible?,yes,yes
3e/3e8cffc6.jpg,What is the background color?,blue,blue
e9/e9064f5b.jpg,What is material apparent?,wood,wood
a7/a72f4322.jpg,How many lens do you see?,2,2
15/150ae17d.jpg,Is the back gray?,yes,no
d3/d35ae81c.jpg,What shape are the hooks?,curved,curved
b0/b0017041.jpg,What type of jewelry is it?,necklace,watch
3e/3ea8f027.jpg,Is there a lamp?,yes,yes
ee/eeeb59f9.jpg,What shape is the rack?,rectangular,curved
8f/8f902923.jpg,What is held by the hook?,nothing,no
96/962dafdd.jpg,Are plates or bowls bigger?,plates,yes
d4/d46b4525.jpg,What is the weather?,sunny,no
ee/ee278fea.jpg,What color is the bottom container?,red,maroon
13/1346836c.jpg,How many camera lenses are visible?,2,2
e3/e3f3ef38.jpg,What is their material?,metal,metal
87/87e0122c.jpg,How many ears are visible?,2,2
0a/0ad81a61.jpg,Is there an apple logo?,yes,yes
c2/c2dc95e0.jpg,What is the shoe's color?,brown,brown
6c/6caf5483.jpg,What color is the head?,blue,no
96/96771f9a.jpg,What is on top of the bedside table?,cup,hand
8e/8e3c9f3d.jpg,Is the pattern symmetrical?,no,yes
4a/4a193b91.jpg,Is it closed?,yes,yes
dc/dc38f2d9.jpg,What kind of pattern appears?,vehicle,no
d1/d1f9a5f5.jpg,Is the case shiny?,yes,yes
8a/8ac8579e.jpg,What is the color of the smaller gems?,blue,blue
1a/1ad20105.jpg,What is the case's primary color?,gold,no
c9/c993ae75.jpg,Are the earrings shiny?,yes,yes
a2/a233a806.jpg,What shape is the camera hole?,circle,oval
1a/1a9b96c4.jpg,What pattern is on the case?,floral,yes
2e/2e9b16cb.jpg,What pattern is on the case?,wood,no
0d/0db3486e.jpg,What is the product?,case,yes
ec/ecef3e56.jpg,How many squares?,2,6
ee/eeec8970.jpg,What is the pattern type?,herringbone,yes
95/95dca7f0.jpg,What is the lower band's color?,brown,it
61/61bc9640.jpg,What is the camera piece's color?,gold,it
b2/b251834a.jpg,Is the button visible?,yes,yes
b8/b8e4df60.jpg,What is the item's category?,case,no
b3/b3f8b329.jpg,Is the surface textured?,yes,yes
5e/5ea8530e.jpg,What color is the middle pillow?,yellow,yes
0a/0a57c7bf.jpg,Is the pattern uniform?,no,no
70/7050ac20.jpg,What shape is the camera?,circle,oval
60/60203d0c.jpg,What is the case made for?,phone,no
53/532d5f1a.jpg,What is reflected on the water?,light,mountains
64/64a7b846.jpg,What animal is on the case?,panda,yes
1f/1fdc9d4f.jpg,What color is the folder?,red,maroon
7e/7e57dc45.jpg,What is the product?,case,no
19/194c16fe.jpg,What type of item is this?,case,hand
8d/8d73f01d.jpg,Is the case rectangular?,yes,yes
92/9249ab74.jpg,What is the case's color?,brown,it
5c/5c14bac9.jpg,What material is it?,foam,yes
a6/a6769f59.jpg,What type of case is this?,phone,no
c3/c3c39698.jpg,What is the color of the laces?,black,black
01/017ff8bb.jpg,What is on the adapter?,logo,no
ac/ac89d38c.jpg,What is the design color?,white,black
e4/e47f1b71.jpg,What is the written word?,girl,no
53/53eab53e.jpg,What color is predominately shown?,blue,no
c0/c08e7a6d.jpg,What is being hung?,planter,hand
23/23d55e8b.jpg,What side is camera hole on?,top,left
18/18c1c757.jpg,What is the pillow's predominant color?,green,yes
97/97af5868.jpg,How many chain pieces?,6,2
b4/b4a2a527.jpg,What color is the phone case?,yellow,no
28/2862e0f1.jpg,What color is the border of the protector?,black,black
bc/bcbdb6f8.jpg,What is the background color?,black,white
0f/0f308836.jpg,What shape is the product?,rectangular,rec
04/040896b6.jpg,What is the heel height?,flat,short
6d/6d64fac5.jpg,What object has a camera?,phone,phone
b0/b093d319.jpg,What phrase is written?,girlboss,no
bc/bc64613b.jpg,How many stacks are visible?,fifteen,ten
93/9317cf95.jpg,What is printed on the case?,quote,yes
74/74008735.jpg,What pattern is the middle mask?,camo,no
f1/f11e19f8.jpg,Are the bulbs symmetrical?,yes,yes
df/dfd1f5a8.jpg,What shape is it?,cylindrical,curved
5d/5d3d8a7c.jpg,What pattern is present?,abstract,yes
5f/5fe1d8c9.jpg,What kind of case is it?,phone,no
cd/cddcc641.jpg,What animal is depicted?,unicorn,no
1e/1e415de9.jpg,Is there a ball?,yes,yes
30/30baabdc.jpg,What kind of footwear is this?,sandal,sandals
73/73f5c745.jpg,Is it leather?,likely,yes
37/37e6ccc3.jpg,How many cameras does the phone have?,4,2
3e/3ebafccf.jpg,How many straps are visible?,2,2
15/15da03a6.jpg,What is the sole's color?,brown,brown
a3/a3b05d9e.jpg,What direction does the object face?,forward,forward
8a/8a182c3e.jpg,Are there birds in the picture?,yes,yes
a3/a3897fd2.jpg,What background color is present?,black,yes
82/82951349.jpg,How many cameras are present?,1,2
3b/3b55aa2d.jpg,What pattern is featured?,floral,yes
ec/ec5c4971.jpg,What shape is the leaf?,oval,oval
ec/ecdd5441.jpg,What is the pattern's color?,white,white
3a/3a76ec8d.jpg,Are the keys lit?,yes,yes
a8/a88b1d05.jpg,What is the primary color?,brown,red
f2/f2f12a31.jpg,What is the predominant color?,white,white
a9/a9c99e4e.jpg,What insect is pictured?,butterfly,yes
e8/e88eef98.jpg,What color are the flowers?,blue,blue
0f/0f301663.jpg,Are there zippers?,yes,yes
a7/a7928121.jpg,What shape is the phone case?,rectangle,rectangular
e4/e457b1e4.jpg,What is the case material?,wood,wood
c6/c6d36d28.jpg,What shape is prominent?,heart,yes
e3/e339e7bd.jpg,What color is the strap?,blue,black
99/99fa6d95.jpg,What color is the backpack?,blue,no
b0/b00c93a5.jpg,How many buttons are on the bottom?,2,2
2b/2b55a688.jpg,Is Greenland shown?,yes,no
7b/7b9057b9.jpg,What is around the sole?,welt,hand
6d/6d2cc6b1.jpg,Are the shoes tied?,yes,yes
03/03753d6b.jpg,What is the girl holding?,camera,yes
36/367fb2af.jpg,How many camera holes are visible?,3,2
23/23c09bd4.jpg,What is the product?,shoes,yes
64/645fd2e4.jpg,What is the case material?,plastic,metal
16/16bc2bae.jpg,What pattern is on the blanket?,plaid,yes
78/78d02ed5.jpg,What material is the top?,wood,wood
1a/1ac00d1e.jpg,Does this have corners?,yes,yes
8c/8c252684.jpg,What shape is the crown?,rounded,oval
6f/6f51535b.jpg,What color is the shoe?,brown,maroon
bd/bdd8fd8d.jpg,What is the background color?,blue,blue
7f/7fd4764a.jpg,What text is on the case?,girlboss,yes
b9/b93d54de.jpg,Is there a camera?,yes,yes
aa/aaba66c6.jpg,What word is at the bottom?,bamboozled,no
39/39e2005f.jpg,Is object transparent?,yes,yes
62/621198b3.jpg,What is written on the adapter?,ss,yes
97/97bff9f6.jpg,How many shoes are displayed?,1,2
22/2265c3ad.jpg,Are the earrings shiny?,yes,yes
bb/bb09f081.jpg,What is the basket made of?,wicker,no
cd/cdb63be5.jpg,What color are the chevrons?,black,it
4f/4f79bd0a.jpg,What material are the fixtures?,metal,metal
e5/e55b775c.jpg,Is it symmetrical?,yes,yes
b1/b10f4f1d.jpg,How many camera holes are visible?,2,2
b8/b8214336.jpg,What object is pictured?,phone,no
dc/dc5846ad.jpg,What is the main color?,brown,white
78/78b3126e.jpg,Is the case flexible?,yes,yes
b3/b3ea5444.jpg,Is there a camera?,yes,no
3f/3fe4753b.jpg,Is the window open?,yes,no
0a/0a6b9551.jpg,What shape is the bottom?,oval,oval
b8/b8b264fe.jpg,How many cameras are there?,1,2
4e/4efd3e67.jpg,How many jars are stacked?,4,6
41/41d39126.jpg,What is the shoe's material?,fabric,yes
29/29d8d6b3.jpg,Is there a camera?,yes,yes
a9/a93bf811.jpg,What is the main material?,gold,metal
e8/e880395e.jpg,What shape is the case?,rectangular,rec
b9/b98bd0c3.jpg,What shape are the hearts?,round,oval
14/14700d9a.jpg,What colors dominate?,blue,yes
41/410123eb.jpg,What shape is the speaker?,round,oval
ba/ba078df4.jpg,What kind of product is it?,accessory,no
ec/ec3dabed.jpg,Are these leather?,yes,yes
5e/5ef56e9e.jpg,Does it have camera?,yes,yes
a7/a7cd616b.jpg,What pattern is displayed?,maize,0
58/58215fa6.jpg,What is the product?,pillow,no
85/85f79e27.jpg,Are there dividers?,yes,yes
77/77580d67.jpg,How many containers are present?,3,4
0e/0e4c957d.jpg,What direction does holder go?,horizontal,forward
8a/8a2c3380.jpg,What's printed at bottom?,queen,yes
dd/dd836447.jpg,What type is the product?,handbag,hand
da/dae456f2.jpg,What side is the opening on?,front,left
58/585c0f41.jpg,What shape is on the phone case?,hearts,yes
63/6394a847.jpg,What is burning?,candle,yes
91/91bd6bcd.jpg,What shape is the handle?,round,oval
59/5984463c.jpg,Is there one lion or many?,many,2
12/1283efc5.jpg,What design is featured?,abstract,yes
3c/3cff31c8.jpg,What is the case's pattern?,squares,yes
53/5370db83.jpg,Is the case see-through?,partially,yes
c4/c4390d2f.jpg,What is the object in the corner?,remote,yes
c7/c756d7ae.jpg,Is there a camera?,yes,yes
b3/b3c4966b.jpg,Is this shoe a heel?,yes,yes
59/59d5b8eb.jpg,What is the case's color?,black,black
b3/b3f47ed7.jpg,Is there a camera?,yes,yes
8e/8e2061e9.jpg,What color is on the left?,yellow,blue
d6/d64d63e9.jpg,What is the color of the bottom?,brown,blue
2e/2e70fc5f.jpg,How many eyelets are visible?,2,0
29/29cdbcb2.jpg,How many camera holes are present?,1,0
63/63837fcd.jpg,What is covering the phone?,case,yes
0c/0c1cc6f8.jpg,What color is the case?,gold,no
89/89d0137c.jpg,What is the pattern?,flowers,yes
75/757a11f0.jpg,What shape are the earrings?,round,oval
31/31d6f223.jpg,What color are the rims?,clear,white
d1/d153f175.jpg,What kind of base?,screw,no
df/df76558d.jpg,What kind of device is shown?,phone,phone
8a/8a9022aa.jpg,What material is the cookware?,stainless,metal
c0/c0287fe2.jpg,Is this phone case transparent?,no,no
b3/b38f796b.jpg,What object is on the case?,flowers,yes
ed/eda0185d.jpg,What object sits atop the table?,television,no
b1/b14fa267.jpg,"What is mentioned first, Daddy's or Mommy's?",daddy's,yes
d6/d62e3b97.jpg,What color is the boot?,black,black
1e/1ec9549e.jpg,What is the bucket's color?,brown,it
1a/1accab82.jpg,What type of device is it?,phone,phone
50/503e8621.jpg,Are they made of leather?,yes,yes
26/26ae5dfc.jpg,What color is the frame?,white,white
be/be307a5f.jpg,Are the supplies stacked?,no,no
aa/aa220383.jpg,What word is visible?,sad,yes
b7/b7b23f0c.jpg,What color is the phone case?,black,black
41/417b969a.jpg,What part touches ground?,sole,feet
14/145c6e7a.jpg,What color is the bow?,pink,yes
c4/c49ea5b9.jpg,What is the necklace color?,gold,it
1d/1d5bf2bc.jpg,What color is behind some shapes?,red,blue
c9/c93400d4.jpg,What color is the case?,blue,blue
3a/3a538cbd.jpg,What shape is the design?,circular,oval
7e/7ee67491.jpg,What shape are the wheels?,round,round
bd/bdcb94bc.jpg,What is its surface?,white,no
31/31a26805.jpg,What material is the patch?,denim,no
dc/dc6b6e83.jpg,What is the second bottle's shade?,teal,it
19/1993283c.jpg,How many arms are visible?,2,0
bb/bb2b3981.jpg,What shape is the pillow?,rectangular,rectangular
c0/c01334ca.jpg,Is the fire hot?,yes,yes
b5/b5ec8b36.jpg,What is the cable's background color?,white,no
39/395fc3ae.jpg,What shape is this item?,rectangle,rec
8c/8c3b9153.jpg,What is at the top left?,camera,maroon
cb/cbd5cf0b.jpg,What color is the boot?,cognac,brown
18/189925d7.jpg,What color is this?,terracotta,yes
6d/6d3b2f1b.jpg,How many shoes are visible?,1,2
0e/0ec46c83.jpg,What is the case?,sparkly,no
11/11cbff3e.jpg,What is the water's color?,blue,blue
23/239d5e9f.jpg,What is the background?,floral,no
e0/e04b2609.jpg,What is the pattern's color?,gold,yes
34/340711c5.jpg,What type of product is this?,case,yes
a7/a70e014b.jpg,What is the product?,case,yes
48/4819a3e8.jpg,What is the object covered with?,parrot,no
db/dbc91a2f.jpg,How many shoes are pictured?,1,one
56/56e01e95.jpg,What is the pattern?,abstract,no
5c/5c39b346.jpg,What is the case's primary background color?,blue,blue
c3/c372f698.jpg,What is this?,case,no
33/33ec184e.jpg,What is the object made of?,plastic,metal
cc/cce0a912.jpg,What material are they?,fabric,yes
b7/b72d7e36.jpg,What is the text printed?,love,yes
81/81034e6b.jpg,What is the pattern made of?,circles,yes
ee/ee42d728.jpg,What shape are the blocks?,rectangular,rectangular
bf/bf7c98c0.jpg,What material is it?,bark,metal
52/52a2f789.jpg,What color is the bow?,pink,yes
d4/d43a9fbb.jpg,What is the texture?,soft,no
22/221e72ce.jpg,What is the case's color?,multicolor,it
96/9691bdd1.jpg,What animal is pictured?,whale,yes
0e/0e2433ba.jpg,Is the background striped?,yes,yes
f3/f37c83d4.jpg,What is the case primarily?,black,no
ec/ecc28ba7.jpg,What is the visible text?,alone,no
93/93a3a4da.jpg,What color are the swirls?,white,white
d8/d8e63e08.jpg,What is the object in the middle?,bird,no
88/88d60472.jpg,What's the product feature?,painting,no
3f/3f6b59d8.jpg,What is the shoe material?,woven,leather
f2/f2033319.jpg,What is the first word shown?,happy,no
a2/a2bfb33c.jpg,What color is the front of the shoe?,red,yes
c2/c2efc62d.jpg,What color is the frame?,black,black
d2/d2b2232f.jpg,What is the dominant color?,blue,yes
5f/5fdc661f.jpg,Are there giraffes?,yes,yes
3f/3f1180d2.jpg,What type of closure do the shoes have?,nan,no
cb/cbe57791.jpg,What are the leaves?,autumn,no
cf/cf432c21.jpg,What color is the chair?,gray,yes
37/37ae1ffd.jpg,What is the case's background?,motorcycle,yes
24/247b26a5.jpg,What shape is the front plate?,square,rectangular
cb/cbf34f94.jpg,Is the tablecloth see-through?,yes,yes
15/1539264e.jpg,What is the necklace length?,medium,long
5e/5e92b58c.jpg,What is the cup made of?,paper,yes
01/019f56d5.jpg,What color are many circles?,blue,blue
dd/ddf27d71.jpg,What color is the faucet?,bronze,black
ad/adefbf90.jpg,Are there hearts?,yes,yes
48/486308dc.jpg,How many refill packs are there?,6,0
63/63d6f035.jpg,Is the phonecase rectangular?,yes,yes
7f/7f293ee5.jpg,Are there trees shown?,yes,yes
b6/b6424559.jpg,What accompanies the thermos?,cup,hands
da/dac0bd86.jpg,What is the sole color?,brown,brown
28/28add48b.jpg,Is the object mounted?,yes,yes
9f/9f7d0fe3.jpg,What beads appear first?,black,black
e6/e6e201fc.jpg,What is the stack on top?,folded,yes
4f/4f594236.jpg,How many cameras does it have?,2,0
9c/9cd6f08f.jpg,What is the logo?,amazon,no
ba/baf86495.jpg,What type of item is this?,tie,man
b3/b3a1bd90.jpg,How many straps?,2,2
a4/a453c571.jpg,What is the product?,faucet,hand
ea/eac7d361.jpg,Is the pattern floral?,no,no
9a/9a9d81c7.jpg,What color is the top?,white,white
5f/5f46118a.jpg,What color is the sole?,gray,white
e8/e81833f8.jpg,What is the metal color?,silver,metal
1c/1c092726.jpg,What shape are the earrings?,round,oval
0a/0ae51e28.jpg,What shape is the bigger adapter?,cylindrical,oval
02/0245c69c.jpg,What shape are they?,rectangular,no
99/994f5cdc.jpg,What is the item folded?,yes,yes
8b/8bc728e5.jpg,Is there a cord attached?,yes,no
e2/e225210e.jpg,What color is around the camera?,red,white
ce/ce00f5db.jpg,What is the pattern's background?,white,yes
ed/ed953888.jpg,What word is on top?,girl,no
83/83d18f64.jpg,Does the shoe have a strap?,yes,yes
56/56ef2de7.jpg,What is the bed on?,rug,yes
d0/d0472981.jpg,What color are the handles?,brown,brown
b8/b8ac8fb3.jpg,What color is the center stone?,orange,no
f2/f2805ed0.jpg,What color is the case?,blue,blue
d8/d80b0069.jpg,What is the orientation?,vertical,no
33/3332d3f5.jpg,What color are the bowls?,pink,yes
51/513ea59c.jpg,How many rows of pandas are there?,3,5
ab/ab8b5712.jpg,How many camera lenses are visible?,2,2
d3/d32855df.jpg,How many zippers?,3,2
85/851b5a60.jpg,What is the product?,case,no
d2/d267b4ba.jpg,What brand is printed?,amazonbasics,no
33/338b06f1.jpg,What color is the ottoman?,beige,brown
33/33a4a2fe.jpg,What is the case's background color?,black,black
2e/2e333e42.jpg,Is the case transparent?,yes,no
79/79d197ae.jpg,Is the object rectangular?,yes,yes
6d/6dfe2d29.jpg,What is the main subject?,bike,motor
92/92a90244.jpg,Are there water droplets?,yes,yes
93/93386452.jpg,What type of product is this?,hat,no
54/54293a9d.jpg,Is the pattern swirled?,yes,yes
9d/9d9637e9.jpg,What object is this?,case,no
77/771dc07c.jpg,What is the shoe's design?,sequin,no
9c/9cfc0468.jpg,What is next to the chair?,books,tall
05/05c37fa4.jpg,What is the background color?,white,white
85/851eb5e1.jpg,What is on the screen?,display,no
da/dad395e3.jpg,What color is the dog?,white,white
86/86d3ca7c.jpg,What object is shown?,rack,no
c4/c4165ae6.jpg,Is the chair padded?,yes,yes
41/41ef6930.jpg,Is it plain?,no,no
2b/2bcb0ef4.jpg,What is the background color?,black,black
ae/ae0bfa39.jpg,How many figures are there?,2,2
d3/d364cc48.jpg,What color is this desk?,white,white
83/838b941e.jpg,How many stripes are visible?,3,2
0c/0c3a874f.jpg,What color are the shoes?,rose,yes
2d/2df26909.jpg,What shape is embroidered?,star,oval
8e/8e65cc7d.jpg,What shape is the box?,cube,rectangular
81/81ea21eb.jpg,What color is the background?,black,white
16/166501ae.jpg,Is this a suitcase?,yes,yes
24/2470351d.jpg,Is there a moon?,yes,yes
dc/dcd5a83b.jpg,What is the product?,shoes,man
86/86c9c64e.jpg,Is it rectangular?,yes,yes
4a/4aa2d19f.jpg,What is the case's color?,white,black
db/dbbaa06d.jpg,What is the flower color?,white,white
5d/5db1e3e1.jpg,What type of footwear is this?,boot,boots
ea/ea4514fe.jpg,What shape is the camera hole?,circle,oval
d0/d003d4db.jpg,What color is the heart?,red,red
da/dad7b520.jpg,What shape are the drops?,round,oval
bd/bd232242.jpg,Are they shiny?,yes,yes
9e/9edb3792.jpg,What shape is the design?,diamond,yes
cd/cda8cee5.jpg,Is the item lying flat?,yes,yes
39/39f605e4.jpg,What's the case's texture?,smooth,no
e6/e6ee2450.jpg,What shape is this?,rectangular,rec
89/895ddd60.jpg,Is the design colorful?,yes,yes
bb/bbf30161.jpg,What is the sole color?,white,tan
01/013082c9.jpg,What is below the heart?,rose,no
ad/ad801b71.jpg,What is the sole color?,white,white
02/02c0ef5b.jpg,Are there laces?,yes,yes
45/45f181ea.jpg,What is under the board?,rack,no
83/83a7acad.jpg,Is the window open?,yes,no
59/59ff30bc.jpg,What color is prominent?,red,red
18/18ab297b.jpg,What shape is predominant?,square,rec
ae/ae3e4859.jpg,What object is printed?,cross,yes
06/0634a938.jpg,What is the shade of the lower portion?,gray,black
0c/0c376c21.jpg,What logo is visible?,apple,yes
cc/ccbe5435.jpg,What is the case's main color?,pink,yes
1b/1bcdc64c.jpg,What is the texture?,textured,ten
b7/b7bc7cee.jpg,What shape is the design?,circle,oval
e1/e12f903d.jpg,What type of footwear is it?,shoes,yes
8e/8eac5d7d.jpg,What shape is the mirror?,rectangle,rectangular
10/1061afc2.jpg,Are there hearts?,yes,yes
6f/6feedab9.jpg,Is the case patterned?,yes,yes
62/624aadb5.jpg,What is the pendant's material?,metal,metal
b7/b79b50a1.jpg,What is the color of the case?,brown,no
92/92af6292.jpg,What is the case's pattern?,abstract,yes
92/92439cf8.jpg,What is the object?,case,hand
3b/3be12664.jpg,How many legs are visible?,4,4
04/0445abcf.jpg,What shape is the fruit?,round,oval
f3/f34ac286.jpg,Is there a camera?,yes,yes
03/03407753.jpg,What color is the shoe?,grey,yes
34/347cf55a.jpg,What is the product type?,case,no
bb/bb0a7801.jpg,What shape is prominent?,heart,rec
9e/9ef74aad.jpg,What color is the bottom?,purple,no
79/79a6fdff.jpg,What is the product?,hook,no
45/45b07fd3.jpg,What is the material?,plastic,no
a7/a7a24ed4.jpg,What color is the cactus?,green,green
c4/c4bd0947.jpg,What direction does the handle face?,diagonally,no
33/335c7d51.jpg,What is the color scheme?,multicolor,yes
d5/d58c28a4.jpg,What is the case's color?,brown,it
d1/d1da7a82.jpg,What is reflecting in the water?,trees,light
35/35e03e21.jpg,Is there pink in the design?,yes,yes
9a/9ac362b3.jpg,Is the sole visible?,yes,yes
e9/e9bfc5f9.jpg,What is the case's background?,forest,yes
29/2986ef70.jpg,What material is the upper made of?,leather,metal
01/01bd5c1d.jpg,Is the design symmetrical?,yes,yes
0f/0f7140b2.jpg,Are they slip-ons?,yes,yes
7a/7ab27330.jpg,What pattern is present?,sprinkles,no
c9/c9fb30ab.jpg,What is the third color?,yellow,black
ae/aef84ad5.jpg,Is there an eye in the sun?,yes,yes
0b/0bf88a33.jpg,What letter is centered?,j,no
0c/0caf1639.jpg,How many lenses are visible?,2,2
d7/d748188a.jpg,How many rugs are present?,1,one
2b/2bec1c57.jpg,How many boxes are visible?,5,6
a5/a52d33a7.jpg,What is the boot's type?,boot,no
35/3588842d.jpg,What shape is the purple element?,heart,oval
26/2614341c.jpg,Is the stapler open?,partly,yes
a9/a9ee4c59.jpg,What color is the heart?,red,red
5b/5b40286b.jpg,Is there a reflection?,yes,yes
c8/c82c58a2.jpg,What is the color of the item?,white,silver
c5/c533a9e2.jpg,What is the design's dominant color?,pink,yes
cb/cbf8539a.jpg,What are the objects across the top?,pockets,yes
82/82a3b6b5.jpg,Is a fingerprint sensor visible?,yes,no
23/23e54785.jpg,What is the gem color?,green,green
8d/8d956875.jpg,What room would use these?,home,no
e0/e0485875.jpg,How many shoes?,1,2
8b/8b7b1095.jpg,What is the chain shaped as?,2,hand
4d/4d0cc459.jpg,What color is the shoe?,pink,yes
cb/cbc47d7c.jpg,What shape is the rug?,rectangle,rec
0d/0d4bb87b.jpg,What color is the product?,black,black
d3/d3177696.jpg,What's on the case?,writing,yes
b4/b4363daf.jpg,Is the handle extended?,yes,yes
83/838cbf9b.jpg,What covers the mountains?,snow,trees
d5/d558e987.jpg,What color is the flower?,red,red
7e/7eeb42c4.jpg,How many zippers are present?,5,6
00/00a69c51.jpg,What object is this?,humidifier,vase
30/30e54292.jpg,What is the earring's surface?,smooth,no
34/3448d718.jpg,What color is the cartridge holder?,orange,yes
b6/b64a4b23.jpg,Is the background dark?,yes,yes
be/be238ad7.jpg,Is there a protrusion?,yes,no
05/05a43de8.jpg,What celestial body is visible?,moon,moon
3a/3a32f891.jpg,What are the frames made of?,metal,metal
02/02ab37f1.jpg,Are the beets sliced?,yes,yes
5f/5f1d9962.jpg,What is the sole color?,white,white
6d/6d225e35.jpg,What is the background color?,yellow,white
c9/c99d9434.jpg,What is above the mountains?,sky,sky
9f/9f89ca1e.jpg,What color are the lights?,purple,purple
c1/c19df196.jpg,How many handles are there?,2,2
62/62a60b1f.jpg,What color is the case?,blue,blue
5f/5f741ece.jpg,What is the background color?,white,white
34/347bdcdc.jpg,What color are the bulbs?,white,white
b0/b0667e56.jpg,What shape is the middle level?,square,curved
76/768aa76e.jpg,What is the phone case's pattern comprised of?,shapes,yes
80/80e47cb6.jpg,What kind of product is this?,case,no
cf/cfceb77c.jpg,Are the containers new or renewed?,renewed,yes
53/53ea334a.jpg,What is on the phone?,cacti,yes
